English	Hoezy	English
Nyien-nyien	年年	every year.
Nyien-°ti	年底	the end of the year.
Nyien-tshoo-ih	年初一	New Year’s day.
Nyien-ya°	年夜	the end of the year.
Nyien°-de	硯台	a Chinese ink tablet.
Nyien°-°ts	硯子	a Chinese ink tablet.
Nyih	日	a day, the sun.
Nyih	熱	hot.
Nyih-dzok	日昨	daily.
Nyih-nyih	日日	daily.
Nyih-tsoong°	日中	noon, in the middle of the day.
Nyoeh	月	a month, a moon.
Nyoeh-deu	月頭	first part of a month.
Nyoeh-deu-laung°	月頭上	first part of a month.
Nyoeh-liang°	月亮	the moon.
Nyoeh-nyoeh	月月	every month.
Nyoeh-pen°	月半	the middle of the month.
Nyoeh-°ti	月底	the end of a month.
°Nyoen	軟	soft.
Nyoen-liang°	原諒	to forgive.
Nyok	肉	meat.
°Nyui-nyung	女人	a woman.
Nyung	人	man.
Nyung-’aung	銀行	a bank.
Nyung-deu	人頭	a postage stamp.
Nyung°-tsih	迎接	to welcome.
Nyung-°ts	銀子	silver.
Nyung°-tuh	認得	to know a person.
Oen-we°	安慰	to comfort.
Ok-°li	屋裏	home.
‘Ok-tse	或着	either, or.
‘Ok-°z	或是	either, or.
‘Oh-hwaung	何况	how much more?
‘Oo-zaung°	和尙	a Buddhist priest.
‘Oo	壺	a kettle.
‘Oo	河	river.
‘Oo-dih	蝴蝶	a butterfly.
‘Oo-li	狐狸	a fox.
‘Oong	紅	red.
Pa	擺	to place.
Pa°	拜	to worship.
Pa°-khak	拜客	to pay a ceremonial visit.
Pa°-maung°	拜望	to visit, to pay respects to.
Pah	八	eight.
Pah-seh	八十	eighty.
Pak	百	a hundred.
Pak-pak	伯伯	father.
Pak-po	百巴	about a hundred.
Pan	班	a class (in school).
°Pan	板	a board.
Pang	浜	a canal, a creek.
Pau	包	a bale, classifier of bales of things.
°Pau-pe°	寶貝	precious.
°Paung	綁	to tie up, to bind with a cord.
Pe-°ts	杯子	a cup.
Pe°	背	to carry on the back.
Pe°	背	to back a book, to recite a lesson.
Peh	撥	to give.
Peh	撥	used to form passive.
Pen	搬	to remove (a residence).
Pen-dzang	搬塲	to remove (a residence).
Pen°	半	half.
Pan°-kwhe°-yang-dien	半塊洋錢	a half of a dollar.
Pen°-nyien	半年	half a year.
Pen°-ya°-po	半夜巴	about midnight.
Phau°	炮	a cannon.
Phau°-de	炮台	a fort, a battery.
Phi-bing	批評	to criticize, criticism.
Phi-thah	批搨	to criticize, criticism.
Phih	劈	to split.
Phih	疋	a classifier of whole pieces of dry goods.
Phih	匹	classifier of horses.
Pho°	怕	ugly.
Phoo°-ke	鋪蓋	bedding.
°Phoo-thien-‘au°	普天下	universal.
°Pi	比	to compare.
°Pi-faung	比方	for instance, an illustration.
°Pi-ts	比之	it to compare.
°Piau	錶	a watch.
Pien-deu	邊頭	by the side of.
Pih	筆	a pen.
Pih	必	certain.
Pih-ding-iau°	必定要	must.
Pih-koo°	不過	only.
Ping-ting	兵丁	a soldier.
°Ping-°tshia	幷且	moreover.
Po-maung°	把望	to desire, to expect, to hope.
Po	巴	about.
°Po	把	classifier of tools and articles grasped in the hand.
Pok	北	north.
Pok-pien	北邊	north.
Poo-li	玻璃	glass.
Poo-li-pe-°ts	玻璃杯子	a tumbler, a glass.
Poo°	布	cloth.
°Pung	本	classifier of books.
°Pung-di°	本地	native.
°Pung-di°-nyung	本地人	a native.
°Pung-le	本來	originally.
R-°tshia	而且	moreover.
°S	水	water.
°S-nyeu	水牛	a water buffalo.
S°	使	to cause.
S°	四	four.
S°-kyi°	四季	the four seasons.
S°-seh	四十	forty.
Sa-doo	弛瘏	tired.
Sa	啥	who? what? any? interrogative particle.
Sa°-‘aung-dzing	啥行情	how much is it? what is the price?
Sa°-di°-faung	啥地方	where?
Sa°-dzang-hau°	啥場化	where?
Sa°-ka°-dien	啥價錢	how much is it?
Sa°-nyung	啥人	who?
°Sa-°‘oo-daung	啥戶蕩	where?
Sah	殺	to kill.
Sah-theh	殺脫	to kill.
Sak	閂	the bolt or bar of a door.
Sak	濕	wet.
San	三	three.
San	山	a mountain, a hill.
San-dzung-leu	三層樓	a three-storied house.
San-seh	三十	thirty.
San-yang	山羊	a goat.
San°	傘	an umbrella.
San°-khe	散開	to scatter wide cast.
San°-sing	散心	to relax the mind.
Sang	生	to light (a fire), to beget.
Sang	生	unripe, raw.
Sang-bing°	生病	to become ill.
Sang-i°	生意	business.
Sang-li	生梨	a pear.
Sang°-yang	生養	to beget, to nourish.
°Sang	省	to save, to be economical.
°Sang-koong-foo	省工夫	to save time.
°Sang-ts	省之	lest.
Sau	燒	to burn, to cook.
Sau-van°-kan	燒飯間	a kitchen.
Sau-van°-kuh	燒飯個	a cook.
°Sau	少	few.
°Sau-°tseu	掃箒	a broom.
Saung	雙	classifier for pairs of things.
Saung	傷	to waste, to be exhausted.
Saung-liang	商量	to consult.
Se°	碎	to smash.
Seh	失	to lose, to forfeit.
Seh	刷	to brush.
Seh-theh	失脫	to lose, to forfeit.
Seh-wo°	說話	words.
Sen	閂	to bar or bolt a door.
Sen°	扇	classifier for broad objects.
Sen°-°ts	扇子	a fan.
Seu	收	to collect.
Seu-diau	收條	a receipt.
Seu-kan	收監	to be imprisoned.
Seu-phiau°	收票	a receipt.
Seu-tsang°	收帳	to collect accounts.
Sen-tsoo	收租	to receive payment for a lease.
°Seu	守	to keep, to observe.
°Seu	手	a hand.
°Seu-kyung	手巾	a towel.
Seu°	瘦	thin, lean.
Si	西	west.
Si-nen	西南	southwest.
Si-pien	西邊	west.
Si-pok	西北	northwest.
°Si	死	to die.
Si-theh	死脫	to die.
Si°-tse°	西崽	a table boy.
°Sia	寫	to write.
°Sia-z°-de	寫字檯	an office desk.
°Sia-z°-de-°ts	寫字檯子	an office desk.
°Sia-z°-kan	寫字間	an office.
Siang	箱	classifier for boxes of things.
Siang-e°	相愛	to love reciprocally.
Siang-lien	相連	to be connected together.
Siang-mo°	想駡	to quarrel.
Siang-paung	相幫	to help one another.
Siang-sing°	相信	to believe.
Siang-°tang	相打	to fight one another.
Siang-°ts	箱子	a trunk, a large box.
°Siang	想	to think.
°Siang-’veh-tau°	想勿到	inconceivable.
°Siau	小	small.
°Siau-kauh-°ts	小角子	small money.
°Siau-noen	小囝	a child.
°Siau-sing	小心	to take care.
°Siau-tsho	小車	wheelbarrow.
°Siau-tshe°	小菜	vegetables, dishes of food on table.
°Siau-tsia	小姐	an unmarried woman.
°Siau-yang-dien	小洋錢	small money.
Siau°	笑	to laugh.
Siau°-sah-tse	笑殺哉	very laughable.
Sien	先	first.
Sien-sang	先生	a teacher.
Sieu	修	to repair.
Sieu-°li	修理	repairs.
Sieu-tsauh	修作	to repair.
Sih	錫	tin.
Sing	新	new.
Sing	心	the heart.
Sing	星	a star.
Sing-foong°	薪俸	salary.
Sing-nyien	新年	the new year.
Sing-sien	新鮮	fresh.
Sing-°soe	薪水	salary.
Sing-vung-°ts	新聞紙	a newspaper.
Sing°	信	a letter.
Sing°-°foong	信封	an envelope.
Sing°-jok	信局	post office (foreign).
Sing°-khauh	信殼	an envelope.
Sing°-ming°	性命	a life.
Sing°-sih	信息	news.
°So-°ng	十五	fifteen.
Soe-°z	雖是	although.
Soe-zen	雖然	although.
Soen°	算	to reckon.
Sok-sieu	束修	salary.
Soo-tseu	蘇州	Soochow.
°Soo	鑕	a lock.
°Soo	所	relative pronoun—who, which, what.
°Soo	鎖	to lock.
°Soo	數	to count.
°Soo-°i	所以	therefore.
Soong-°su	松鼠	a squirrel.
Soong°	送	to present, send, to escort a person on the way.
Su	書	a book.
Su-dzu	書厨	a bookcase.
Su-sing°-°kwen	書信管	post office (foreign).
Su-°tsang	輸張	to nurse.
Su-vaung	書房	a study.
Su-yoen°	書院	a college.
Suh	識	to know a Chinese character.
Suh-i°	適意	comfortable.
Sung	深	deep.
Sung-°thi	身體	the body.
Sung-°tshien	深淺	depth.
Ta-z-tse	多時哉	a long time.
Ta°	戴	to wear (a hat).
Ta°-chi°	帶去	to take away with you.
Ta°-le	帶來	to bring with you.
Tah	搭	with.
Tah-ts	搭之	and.
Tan	擔	to take.
Tan-°bi	單被	a sheet.
Tan-chi°	擔去	to take away.
Tan-le	擔來	to bring here.
Tan-theh	擔脫	to take away.
Tan°	擔	a picul.
°Tang	打	to strike.
°Tang-ba°	打敗	to suffer a defeat.
°Tang-ba°-tsang°	打敗仗	to suffer a defeat.
°Tang-°bang	打棚	to fool with another.
°Tang-fan	打翻	to upset (water).
°Tang-kwen-s	打官司	to prosecute at law.
°Tang-lah	打𦡳	to hunt.
°Tang-lih	打獵	to hunt.
°Tang-pan°	打扮	to dress in a showy manner.
°Tang-sah	打殺	to kill by a blow.
°Tang-saung	打傷	to wound.
°Tang-se°	打碎	to smash, to break.
°Tang-soen°	打算	to consider.
°Tang-su	打輸	to suffer a defeat.
°Tang-sung°-tsang°	打勝仗	to gain a victory.
°Tang-thing	打聽	to make inquiries.
°Tang-tsang°	打仗	to fight a battle.
°Tang-wa°	打壞	to injure by striking.
°Tang-yung	打臝	to gain a victory.
Tau	刀	knife.
°Tau	倒	on the contrary, on the other hand.
Tau°	到	to, to arrive.
°Tau-kau°	禱告	to offer prayer.
Taung-tsoong	當中	among.
Taung-sing	當心	to take care.
Taung°	當	to pawn.
Taung°-theh	當脫	to pawn.
Te	堆	classifier for piles of things.
Te°	對	classifier of a brace, a pair.
Te°	對	to.
Teu°-ba	鬭牌	to gamble (with dominoes).
Thah	塔	a pagoda.
Thah-°ping	𩝣餅	a biscuit.
Than-khe-le	攤開來	to unroll.
Than-°tshoong	坍寵	shameful.
Than°	炭	charcoal.
°Thau	討	to beg.
°Thau-nyang-°ts	討娘子	to marry a wife.
°Thau-vah°-kun	討飯個	a beggar.
Thauh	託	to rely upon, to entrust.
Thaung	湯	soup.
°Thaung-s°	倘使	if.
°Thaung-zen	倘然	if.
Thaung°	燙	to iron, to burn, to scald.
The°	退	to reject.
The°-theh	退脫	to reject.
Theh	脫	after verb a sign of completed action.
Theu	偷	to steal.
Theu-ben°-ts	偷伴之	secretly.
Thi°	替	instead of.
Thiau	挑	to carry (a load suspended from ends of a pole).
Thiau°	跳	to jump, to leap.
Thien	天	heaven, a day.
Thien-bing	天平	scales.
Thien-liang°-khwa°	天亮快	just before daybreak.
Thien-°tsu	天主	The Heavenly Lord.
Thih	鐵	iron.
Thih-tsau°	鐵竈	a cooking stove (foreign).
Thih-°tsung	貼准	on the point of (doing a thing).
Thing	聼	to hear.
Thing-kyien°	聽見	heard.
Thoeh	脫	to take off.
Thoeh-theh	脫脫	to take off.
Thok	秃	all.
Thoo°-°ts	兔子	a hare.
Thoong°	痛	pain.
Thuh	忒	for (for a person).
Thuh	忒	too (excess).
°Ti	底	low.
°Ti-°‘au	底下	under, beneath.
Tia-tia	爹爹	father.
°Tiau	窵	a bird.
°Tien	點	to point with the hand.
°Tien	點	a small quantity of (after verb).
°Tien	點	to light (a candle).
°Tien	點	sign of comparative degree.
°Tien-tsoong	點鐘	an hour.
Tien°	店	a shop.
Tih	跌	to fall.
Ting	叮	to sting.
°Ting	頂	sign of superlative degree.
°Toen	短	short
Too	多	many, much.
Too-hau°	多化	many, much.
Too-°sau	多少	quantity.
Too-°taung-sing	多當心	take much care.
°Too	賭	to gamble.
Toong	東	east.
Toong	冬	winter.
Toong-ka	東家	master.
Toong-nen	東南	southeast.
Toong-pien	東邊	east.
Toong-pok	東北	northeast.
Toong-yang-nyung	東洋人	Japanese.
Toong-yang-tsho	東洋車	a ricksha.
°Toong	懂	to understand.
Ts-loo	猪獹	a pig, a hog.
Ts-°na	支那	China.
°Ts	紙	a sheet of paper.
°Ts-deu	紙頭	a sheet of paper.
°Ts-si°	仔細	carefully.
°Ts-°tien	指點	to point (with the hand).
Tsah	扎	to tie (as a small bundle).
Tsak	着	to wear.
Tsak	隻	classifier of animals, birds, bugs, boats, furniture on legs, etc.
Tsan	斬	to cut (with sword, ax, or heavy knife).
Tsang	張	classifier for sheets of things.
Tsang	賬	an account.
Tsang°	漲	to rise (as the tide).
Tsang°-°boo	賬簿	an account book.
Tsang°-°s	漲水	a rising tide.
Tsang°-°vaung-kan	賬房間	shroff’s room.
°Tsau	早	early.
°Tsau-deu	找頭	change.
°Tsau-zung-deu	早晨頭	early in the morning.
Tsau°	照	according to.
Tsau°-deu	灶頭	a Chinese cooking stove.
Tsau°-kan	灶間	a kitchen.
Tsau°-°ngoo	照我	follow my example.
Tsau°-°ngoo-khoen°	照我看	as it seems to me.
Tsauh	捉	to catch, to seize; to arrest.
Tsaung	樁	piles (as driven in ground).
Tsaung°	壯	fat (person).
Tse	哉	final article denoting completed action.
Tse°	再	again.
Tse°-we°	再會	good-by, an revoir.
°Tsen-chi°	轉去	to return to a place.
°Tsen-le	轉來	to return from a place.
°Tseu	走	to walk.
Tsh	吹	to blow.
Tsh-°iung	吹隱	to blow out, to extinguish.
Tsh-yaung°	吹旺	to blow into a blaze.
°Tsh-di°	此地	here.
Tsha	差	to send (person), to cause.
°Tsha	扯	to hoist (as a sail).
Tshak°	尺	a foot (10 inches).
Tshau	匙	a spoon.
°Tshau	草	grass.
Tshaung	窗	a window.
°Tshe	採	to gather (as fruit).
Tshe°	菜	vegetable.
Tsheh-chi°	出去	to go out.
Tsheh-ka°	出嫁	to marry (a husband).
Tsheh-kau°-z°	出告示	to put forth a proclamation.
Tsheh-le	出來	to come out.
Tsheh-tien°	出店	a coolie.
Tshen	穿	to string (as cash).
Tshen-°yung-sien°	穿引線	to thread a needle.
Tsheu-deu	抽頭	a chest of drawers.
Tsheu-thi°	抽屜	a drawer (of a table).
Tshi°	砌	to build a wall.
Tshi°-ziang	砌牆	to build a wall.
Tshi°-pih	砌壁	to build a partition.
Tshi°-ka	砌街	to mend a path.
°Tshiang	搶	to take by force.
°Tshiang-doeh	搶奪	to take by force.
Tshien	千	a thousand.
Tshien-kyung	千金	a daughter.
Tshien	淺	shallow.
Tshieu	秋	autumn.
Tshih	七	seven.
Tshih-khe	切開	to cut open.
Tshih-khe-le	切開來	to cut open.
Tshih-seh	七十	seventy.
Tshih-ziang°	漆匠	a painter.
Tshing	清	clear.
Tshing-kyoen°	親眷	a relative (family).
Tshing-°saung	清爽	clear, distinct.
°Tshing	請	to invite, please.
Tsho	叉	fork.
Tsho	錯	mistake, not correct.
Tsho-foo	車夫	ricksha coolie.
Tsho-°ts	車子	a wheelbarrow.
Tsho-’veh-too	差勿多	about same, not much difference.
Tshoo-ih	初一	the first day of the month.
Tshoo-si°	粗細	texture.
Tshoo°-tau	銼刀	a file.
Tshoong-ming	聰明	clever, wise.
Tshui°	趣	pretty.
Tshung	春	spring.
Tshung	稱	to weigh.
Tshung°	寸	an inch.
°Tsi-me	姐妹	a younger sister.
Tsi°	左	left.
Tsi°-°seu	左手	left hand.
Tsia°	借	to borrow, to lend.
Tsiang-iau°	將要	about to do a thing.
Tsien	煎	to grill, to broil.
°Tsien-tau	剪刀	scissors.
°Tsieu	酒	wine.
°Tsieu-pe	酒杯	a wine glass.
°Tsieu-tien°	酒店	a wine shop.
Tsih-deu	指頭	a finger.
°Tsing	井	a well.
Tsing°	進	to enter, come in.
Tsoe°-°hau	最好	form of the superlative degree.
Tsok-deu	竹頭	a bamboo stick.
°Tsoo	阻	to hinder, to oppose.
°Tsoo-taung°	阻檔	to hinder, to oppose.
°Tsoo	左	left.
Tsoo°	做	to do, to make, to perform.
Tsoo°-koong-tuh	做功德	to perform funeral ceremonies.
Tsoo°-nyung-ka	做人家	to be economical.
Tsoong	鐘	a bell.
Tsoong°-dien-nyung	種田人	a farmer.
°Tsoong-iau°	總要	must.
Tsoong-kok	中國	China.
Tsoong-wo	中華	China.
Tsoong-°z	總是	it must be.
°Tsoong-°z-zeh-ke°	總是實蓋	it must be so.
°Tsu	主	a lord, master.
°Tsu-nyung	主人	a master.
Tsuh-tuh	只得	only.
Tsung	尊	classifier for idols and cannons.
Tsung	針	needle.
Tsung	眞	true.
Tsung-da°-zung	尊大人	a father (in addressing their father politely).
Tsung-tsak	斟酌	to consult.
Tuh	得	to get.
Tuh-°chi	得起	after verb expresses ability.
Tuh-°doong	得動	after verb expresses possibility.
Tuh-°dzoe	得罪	to offend.
Tuh-dzu°	得住	worthy, ability.
Tuh-ji°	得及	time to do a thing.
Tuh-kok	德國	Germany.
Tuk-koo°	得過	ability.
Tuh-kuh	得個	(after verb) it is possible.
Tuh-kyien°	得見	possible of seeing.
Tuh-lauh	得落	ability.
Tuh-le	得來	able.
Tuh-tsheh	得出	ability to hear.
Tung	燈	a lamp.
°Tung	等	to wait.
°Tung-ih-hyih	等一歇	wait a little.
°Tung-ih-°tung	等一等	wait a little.
°Tung-tau°	等到	wait until.
Va°	否	interrogative particle.
Van-°i	凡係	whosoever.
Van-nan	煩難	difficult.
Van°	飯	rice (boiled).
Vaung-kan	房間	a bedroom.
Vaung-°ts	房子	a house.
’Veh	勿	not, no.
Veh	佛	a Buddhist idol.
’Veh-°ba	勿罷	not only.
’Veh-°ba	勿罷	more than.
’Veh-°chi	勿起	after verb expresses inability.
’Veh-da°	勿大	not very.
’Veh-dan°	勿但	not only.
’Veh-dan°-°z	勿但是	not only.
’Veh-°doong	勿動	after verb expresses impossibility.
’Veh-hau°	勿好	bad.
’Veh-iau°-°kyung	勿要緊	not important.
’Veh-jih	勿及	not equal to.
’Veh-kau-hyung°	勿高興	not inclined to do a thing.
’Veh-koo°	勿過	inability.
’Veh-kyien°	勿見	(after verb) impossible.
’Veh-kyui-sa°	勿拘啥	no matter what, whatsoever.
’Veh-lauh	勿落	inability.
’Veh-le	勿來	(after verb) impossible.
’Veh-lung°-sa°	勿論啥	no matter what, whatsoever.
’Veh-lung°-sa°-nyung	勿論啥人	no matter who.
’Veh-°men	勿滿	less than.
’Veh-nge°-sa°	勿碍啥	not important.
’Veh-pih	勿必	it is not necessary.
’Veh-siau	勿消	less than.
’Veh-te°	勿對	mistake, not correct.
’Veh-too-°kyi-z°	勿多幾時	just now, a little while ago.
’Veh-tsheh	勿出	(after verb) impossible.
’Veh-tuh	勿得	(after verb) impossible.
’Veh-zen-meh	勿然末	if not so.
’Veh-zu	勿如	not equal to.
’Veh-zung	勿曾	not yet.
Vok	縛	to tie.
Vok-lau	縛牢	to tie firmly.
Vok-lau-dzu°	縛牢住	to tie firmly.
Voo-°soo-peh-°dze	無所不在	omnipresence.
Voo-°soo-peh-nung	無所不能	omnipotent.
Voo-°soo-peh-ts°	無所不如	omniscient.
Voo-thi	扶梯	a ladder.
°Voo-tshing	父親	father.
Vung-san	墳山	a grave mound.
Wa°	壞	to spoil.
Wa°-theh	壞脫	to spoil.
Wah	滑	slippery.
Wak	劃	to strike (a match).
Wan	還	besides, in addition.
Wan	還	still, (addition).
Wan	還	to return (a debt).
Wan-iau°	還要	still.
Wan-’veh-zung	還勿曾	still not yet.
Waung	黃	yellow.
Waung-hwung-deu	黃昏頭	in the evening.
Waung-hwung-doong	黃昏同	in the evening.
Waung-laung	黄狼	a weasel.
We-deu	回頭	to answer.
We-tah	回答	to answer.
We°	會	may, can.
We°-sa°	為啥	why?
We°-sa°-°lau	為啥佬	why?
We°-ts	為之	because.
Weh	活	to live.
°’Wen	碗	a Chinese eating bowl.
Wen	完	to finish.
Wen-tse	完哉	expresses completed action.
Wen°	換	to exchange, to barter.
Wo°	話	to speak.
Wo°	畫	a painting.
Wo°-deu	話頭	words.
Wo°-°liau	話𣩢	to slander.
Wo°-wa°	話壞	to slander.
°Wung	混	muddy.
°’Wung-taung°	穩當	secure, safe.
Ya	爺	father.
Ya-ya	爺爺	father.
°Ya-kyi	野雞	a pheasant.
Ya°	夜	night.
Ya°-deu	夜頭	at night.
Ya°-khwa°	夜快	in the evening.
Ya°-°li	夜裏	at night.
Yak	藥	medicine.
Yak-dz	鑰匙	a key.
Yang	羊	a sheep.
Yang-dien	洋錢	a dollar.
Yang-poo°	洋布	shirting.
Yang-tshiang	洋槍	a gun.
°Yang	養	to beget, to nourish.
Yang°-yang°	樣樣	things of every sort.
Yau-yien	謠言	rumour.
Yeu-phiau	郵票	postage stamp.
Yeu-tsung°-jok	郵政局	post office.
°Yeu	有	to have, there is.
°Yeu-i°	有意	purposely.
°Yeu-kuh	有個	some.
°Yeu-nyung	有人	some men.
Yeu-tse	有哉	sufficient, enough.
°Yeu-tuh	有得	is there to be had?
Yeu°	右	right (direction).
Yeu°-pan-pan	右班班	right side.
Yeu°-pien	右邊	right side.
Yeu°-°seu	右手	right hand.
Yi	伊	he, she, it.
Yien	鹽	salt (noun).
Yi-kuh	伊個	his, hers, its.
Yi-la°	伊拉	they.
Yi-la°-kuh	伊拉個	their, theirs.
Yien°-°dze	現在	now.
Yoeh-ka	越加	still more.
Yoeh-°tsau-yoeh-°hau	越早越好	the earlier the better.
Yoen	圓	round.
°Yoen-°jung	遠近	distance.
Yoong-yi°	容易	easy.
Yoong°	用	to use.
Yoong°-nyung	用人	a servant.
Yoong°-sing	用心	to pay attention, to be diligent.
Yui°-be°	預備	to prepare, to provide.
°Yui	雨	rain.
Z-‘eu°	時候	time.
°Z	是	to be.
°Z-mien°	市面	a market.
Z°	字	a Chinese character.
Z°-iung	字音	sound of a character.
Z°-ka	自家	self.
Z°-le-°hoo	自來火	a match.
Z°-ming-tsoong	自鳴鐘	a clock.
Z°-°thi	事體	an affair.
Z°-zen	自然	of course.
Za	柴	fuel.
Za-laung	豺狼	a wolf.
Zah	煠	boil.
Zak	若	if.
Zak-deu	石頭	a stone.
Zak-deu-°ts	擲骰子	to gamble (with dice).
Zak-s°	若是	if.
Zak-zen	若然	if.
Zak-ziang°	石匠	a stone mason.
°Zau	造	to build.
Zauh-nyih	昨日	yesterday.
Zaung	牀	a bed.
°Zaung	上	up.
°Zaung-chi°	上去	to go up.
°Zaung-deu	上頭	above.
°Zaung-°he	上海	Shanghai.
°Zaung-°he-°thoo-bak	上海土白	Shanghai dialect.
°Zaung-le	上來	to come up.
°Zaung-pen°-nyien	上半年	first half of the year.
°Zaung-pen-nyih	上半日	before noon.
°Zaung-pen°-nyoeh	上半月	first half of the month.
°Zaung-pen°-ya°	上半夜	first half of night.
°Zaung-san	上山	to go up a hill.
°Zaung-su	上書	to take an advanced lesson.
Ze-voong	裁縫	tailor.
Zeh	十	ten.
Zeh	折	to lose (in business).
Zeh-°dze	實在	truly.
Zeh-ke°	實蓋	thus.
Zeh-ke°-nung	實蓋能	thus.
Zeh-pah-°sang	十八省	China.
Zeh-°pung	折本	to lose (in business).
Zeh-°pung-nyung	日本人	Japanese.
Zeh-theh	折脫	to lose (in business).
Zen	全	all (collective).
Zen	船	a boat.
Zen-r	然而	moreover, yet.
°Zen	善	good (moral).
°Zeu	受	to receive, accept.
°Zeu-‘e°	受害	to be injured.
°Zeu-°khoo	受苦	to suffer.
°Zeu-nan°	受難	to suffer.
°Zeu-saung	受傷	to be wounded.
Zia°	謝	to thank.
Zien	前	before.
Zien-deu	前頭	before.
Zien-kuh-nyoeh	前個月	last month.
Zien-nyih-°ts	前日子	day before yesterday.
Zien-nyoeh	前月	last month.
Zien-°tsen-le	旋轉來	to turn around.
Zieu°	就	immediately.
Zih	截	to saw.
Zing	尋	to look for.
Zing°	浄	to wash.
Zing°-i-zaung-kuh	浄衣裳個	a washerman.
Zing°-yok	浄浴	to bathe.
Zo	蛇	a snake.
Zok	熟	ripe, thoroughly cooked, well known, thorough.
°Zoo	坐	to sit.
Zoo°	座	classifier for hills and buildings.
Zu°	樹	a tree.
Zuh	賊	a thief.
Zung	神	God.
Zung	繩	a rope.
Zung-dau°	神道	a Taoist god or idol.
Zung-kwaung	晨光	time. 
